Label,ID,Group,Hold,URL,Country,State,,Original Test URL
Boston Globe,BostonGlobe,Boston Globe Media Partners,,https://www.bostonglobe.com/metro/2017/05/13/henri-termeer-key-biotech-leader-who-built-genzyme-into-industry-giant-dies/HUbclNVfURdx1ARCH2OK1M/story.html,USA,Massachusetts,Boston,https://www.bostonglobe.com/metro/2017/05/13/henri-termeer-key-biotech-leader-who-built-genzyme-into-industry-giant-dies/HUbclNVfURdx1ARCH2OK1M/story.html
New York Magazine,NYMag,Vox Media,,https://nymag.com/daily/intelligencer/2017/05/eric-schneiderman-on-keeping-trump-in-check.html,USA,New York,New York,https://nymag.com/daily/intelligencer/2017/05/eric-schneiderman-on-keeping-trump-in-check.html
The Texas Tribune,TexasTribune,TexasTribune,,https://www.texastribune.org/2019/04/15/delays-border-bring-anxiety-business-owners-during-holy-week/,USA,Texas,,https://www.texastribune.org/2019/04/15/delays-border-bring-anxiety-business-owners-during-holy-week/
ProPublica,ProPublica,ProPublica,,https://www.propublica.org/article/the-us-owes-hawaiians-millions-of-dollars-worth-of-land-congress-helped-make-sure-the-debt-wasnt-paid,USA,New York,,https://www.propublica.org/article/the-us-owes-hawaiians-millions-of-dollars-worth-of-land-congress-helped-make-sure-the-debt-wasnt-paid
NBC News,NBCNews,Comcast,,https://www.nbcnews.com/health/health-care/obamacare-premiums-are-going-whose-fault-it-n761506,USA,New York,,https://www.nbcnews.com/health/health-care/obamacare-premiums-are-going-whose-fault-it-n761506
Metro,MetroUK,DMG Media,,https://metro.co.uk/2017/07/07/jose-mourinho-called-off-alvaro-morata-pursuit-over-fears-he-was-being-played-by-real-madrid-6761383/,UK,,,https://metro.co.uk/2017/07/07/jose-mourinho-called-off-alvaro-morata-pursuit-over-fears-he-was-being-played-by-real-madrid-6761383/
Bustle,Bustle,Bustle Digital Group,,https://www.bustle.com/p/13-books-to-read-if-you-feel-alone-in-your-feminism-53005,USA,,,https://www.bustle.com/p/13-books-to-read-if-you-feel-alone-in-your-feminism-53005
The Atlantic,Atlantic,Emerson Collective,,https://www.theatlantic.com/science/archive/2017/07/is-the-earth-really-that-doomed/533112/,USA,Washington DC,,https://www.theatlantic.com/science/archive/2017/07/is-the-earth-really-that-doomed/533112/
Seattle Post-Intelligencer,SeattlePI,Hearst Newspapers,,https://m.seattlepi.com/local/article/Google-Earth-used-to-spite-Sequim-neighbors-11297479.php,USA,Washington,Seattle,https://m.seattlepi.com/local/article/Google-Earth-used-to-spite-Sequim-neighbors-11297479.php
Daily Beast,DailyBeast,IAC,,https://www.thedailybeast.com/why-we-all-dream-of-being-jewel-thieves,USA,,,https://www.thedailybeast.com/why-we-all-dream-of-being-jewel-thieves
Slate,Slate,Slate,,https://slate.com/news-and-politics/2018/01/republicans-dont-actually-want-to-help-dreamers.html,USA,,,https://slate.com/news-and-politics/2018/01/republicans-dont-actually-want-to-help-dreamers.html
The Tylt,TheTylt,Advance Local Media,Errors,https://thetylt.com/entertainment/james-bond-007-tom-hardy-idris-elba,USA,New York,New York,https://thetylt.com/entertainment/james-bond-007-tom-hardy-idris-elba
RTÉ,RTE,Government of Ireland,,https://www.rte.ie/news/ireland/2018/0126/936204-uk-must-square-the-circle-on-border-issue-varadkar/,Ireland,Dublin,,https://www.rte.ie/news/ireland/2018/0126/936204-uk-must-square-the-circle-on-border-issue-varadkar/
The Mercury News,Mercury,Digital First Media,,https://www.mercurynews.com/2018/01/26/the-mystery-at-pullman-airport-plane-lands-on-taxiway-but-was-key-evidence-inspected/,USA,California,,https://www.mercurynews.com/2018/01/26/the-mystery-at-pullman-airport-plane-lands-on-taxiway-but-was-key-evidence-inspected/
ThoughtCo,ThoughtCo,DotDash,,https://www.thoughtco.com/understanding-equivalent-equations-4157661,USA,New York,New York,https://www.thoughtco.com/understanding-equivalent-equations-4157661
San Francisco Chronicle,SFC,Hearst Newspapers,,https://www.sfchronicle.com/news/local/article/As-families-reunify-in-South-Texas-some-remain-13068010.php,USA,California,,https://www.sfchronicle.com/news/local/article/As-families-reunify-in-South-Texas-some-remain-13068010.php
The Nikkei,Nikkei,Nikkei,,https://r.nikkei.com/article/DGXMZO26256740Z20C18A1000000,Japan,,,https://r.nikkei.com/article/DGXMZO26256740Z20C18A1000000
Houston Chronicle,HoustonChron,Hearst Newspapers,,https://www.houstonchronicle.com/news/local/article/As-families-reunify-in-South-Texas-some-remain-13068010.php,USA,Texas,,https://www.houstonchronicle.com/news/local/articleRedesign9/As-families-reunify-in-South-Texas-some-remain-13068010.php
Investopedia,Investopedia,DotDash,,https://www.investopedia.com/articles/analyst/030102.asp,USA,New York,,https://www.investopedia.com/articles/analyst/030102.asp
Atlas Obscura,AtlasObscura,Atlas Obscura,,https://www.atlasobscura.com/articles/chatsworth-house-village-garden-heat-wave,USA,New York,New York,https://www.atlasobscura.com/articles/chatsworth-house-village-garden-heat-wave
SA Express News,ExpressNews,Hearst Newspapers,,https://www.expressnews.com/news/local/article/As-families-reunify-in-South-Texas-some-remain-13068010.php,USA,Texas,,https://www.expressnews.com/news/local/article/As-families-reunify-in-South-Texas-some-remain-13068010.php
Univision,Univision,Univision Communications,,https://www.univision.com/arizona/ktvw/noticias/ley-de-quiebras/un-proyecto-de-ley-busca-implementar-el-uso-de-camaras-corporales-para-los-agentes-de-ice-y-la-patrulla-fronteriza,,,,https://www.univision.com/arizona/ktvw/noticias/ley-de-quiebras/un-proyecto-de-ley-busca-implementar-el-uso-de-camaras-corporales-para-los-agentes-de-ice-y-la-patrulla-fronteriza
The Spruce,TheSpruce,DotDash,,https://www.thespruce.com/fall-mantel-decor-ideas-4145152,USA,New York,,https://www.thespruce.com/fall-mantel-decor-ideas-4145152
The Globe and Mail,GlobeMail,The Globe and Mai,,https://www.theglobeandmail.com/world/article-jamal-khashoggis-last-column-what-the-arab-world-needs-most-is-free/,UK,,,https://www.theglobeandmail.com/world/article-jamal-khashoggis-last-column-what-the-arab-world-needs-most-is-free/
Rolling Stone,RollingStone,Penske Media,,https://www.rollingstone.com/politics/politics-news/obama-leaders-who-feed-fear-828455/,USA,,,https://www.rollingstone.com/politics/politics-news/obama-leaders-who-feed-fear-828455/
Variety,Variety,Penske Media,,https://variety.com/2019/film/asia/avengers-endgame-weekend-haul-in-china-1203199721/,USA,,,https://variety.com/2019/film/asia/avengers-endgame-weekend-haul-in-china-1203199721/
CNBC,CNBC,CNBC,,https://www.cnbc.com/2019/05/13/us-stocks-react-to-china-trump-trade-tensions.html,USA,,,https://www.cnbc.com/2019/05/13/us-stocks-react-to-china-trump-trade-tensions.html
Chicago Sun-Times,SunTimes,Sun-Times Media,,https://chicago.suntimes.com/2019/5/15/18627492/legal-pot-concerns-recreational-marijuana-impaired-driving-erectile-dysfunction,USA,Illinois,,https://chicago.suntimes.com/2019/5/15/18627492/legal-pot-concerns-recreational-marijuana-impaired-driving-erectile-dysfunction
NewsDay,NewsDay,Newsday LLC,,https://www.newsday.com/long-island/suffolk/housing-farm-workers-lawsuit-agricultural-easement-1.34493210?test,USA,,,https://www.newsday.com/long-island/suffolk/housing-farm-workers-lawsuit-agricultural-easement-1.34493210?test
Motor Trend Group,MotorTrend,Motor Trend Group,,https://www.motortrend.com/news/chevrolet-corvette-c8-awd-hybrid-prototytpe-teaser/,USA,,,https://www.motortrend.com/news/chevrolet-corvette-c8-awd-hybrid-prototytpe-teaser/
Business Insider,Insider,Insider Inc.,,https://www.businessinsider.com/xi-snubs-putin-amid-summit-with-central-asia-power-play-2023-3,USA,,,https://www.businessinsider.com/xi-snubs-putin-amid-summit-with-central-asia-power-play-2023-3
The Hill,TheHill,Capitol Hill Publishing Corp,,https://thehill.com/homenews/house/472012-republicans-preview-impeachment-defense-strategy,USA,,,https://thehill.com/homenews/house/472012-republicans-preview-impeachment-defense-strategy
The Markup,TheMarkup,The Markup,,https://themarkup.org/allstates-algorithm/2020/02/25/car-insurance-suckers-list,USA,New York,,https://themarkup.org/allstates-algorithm/2020/02/25/car-insurance-suckers-list
Rest of World,ROW,Rest of World,,https://restofworld.org/2020/china-internet-evolution/,USA,New York,,https://restofworld.org/2020/china-internet-evolution/
OregonLive,OregonLive,Advance Local Media,,https://www.oregonlive.com/beer/2020/05/breakside-brewery-at-10-years-founder-brewmaster-talk-legacy-future-and-post-coronavirus-celebrations.html,USA,Oregon,,https://www.oregonlive.com/beer/2020/05/breakside-brewery-at-10-years-founder-brewmaster-talk-legacy-future-and-post-coronavirus-celebrations.html
inews,inews,JPI Media,,https://inews.co.uk/opinion/commons-vote-coronavirus-lockdown-democracy-steam-age-analysis-433457,UK,,,https://inews.co.uk/opinion/commons-vote-coronavirus-lockdown-democracy-steam-age-analysis-433457
The Economist,Economist,The Economist Group,,https://www.economist.com/science-and-technology/2020/08/01/researchers-revive-bacteria-from-the-era-of-the-dinosaurs,USA,,,https://www.economist.com/science-and-technology/2020/08/01/researchers-revive-bacteria-from-the-era-of-the-dinosaurs
Forbes,Forbes,Integrated Whale Media Investments,,https://www.forbes.com/sites/jenniferpalumbo/2021/05/19/how-covid-19-highlighted-the-obstacles-women-face-in-pursuing-a-career/,USA,,,https://www.forbes.com/sites/jenniferpalumbo/2021/05/19/how-covid-19-highlighted-the-obstacles-women-face-in-pursuing-a-career/
The 19th,The19th,The 19th,,https://19thnews.org/2021/05/only-some-parents-can-use-campaign-funds-for-child-care-when-running-for-office-heres-why/,USA,Texas,Austin,https://19thnews.org/2021/05/only-some-parents-can-use-campaign-funds-for-child-care-when-running-for-office-heres-why/
Coda Story,CodaStory,Coda Story,,https://www.codastory.com/disinformation/amazon-algorithm-extremist-literature/,USA,,,https://www.codastory.com/disinformation/amazon-algorithm-extremist-literature/
Politico,Politico,Capitol News Company,,https://www.politico.com/news/2021/05/19/china-policies-racism-489688,USA,,,https://www.politico.com/news/2021/05/19/china-policies-racism-489688
France 24,France24,France Médias Monde,,https://www.france24.com/en/asia-pacific/20210519-china-s-rover-sends-back-its-first-selfies-from-mars,France,,,https://www.france24.com/en/asia-pacific/20210519-china-s-rover-sends-back-its-first-selfies-from-mars
South China Morning Post,SCMP,Alibaba Group,,https://www.scmp.com/news/people-culture/environment/article/3134044/fears-missing-leopard-china-dead-siberian-tiger,Hong Kong,,,https://www.scmp.com/news/people-culture/environment/article/3134044/fears-missing-leopard-china-dead-siberian-tiger
The Times Of India,TimesOfIndia,The Times Group,,https://timesofindia.indiatimes.com/world/rest-of-world/japan-gives-preliminary-ok-to-two-more-covid-19-vaccines/articleshow/82803653.cms,India,,,https://timesofindia.indiatimes.com/world/rest-of-world/japan-gives-preliminary-ok-to-two-more-covid-19-vaccines/articleshow/82803653.cms
Deutsche Welle,DeutscheWelle,Government of Germany,,https://www.dw.com/en/israel-gaza-china-conflict/a-57586757,Germany,,,https://www.dw.com/en/israel-gaza-china-conflict/a-57586757
El Diario,ElDiario,ImpreMedia,,https://eldiariony.com/2021/06/16/vendedores-ambulantes-de-queens-temen-que-vuelvan-las-multas-y-la-persecucion-policial-ante-reapertura-economica-de-ny/,USA,New York,New York,https://eldiariony.com/2021/06/16/vendedores-ambulantes-de-queens-temen-que-vuelvan-las-multas-y-la-persecucion-policial-ante-reapertura-economica-de-ny/
Remezcla,Remezcla,Remezcla,,https://remezcla.com/lists/culture/icons-live-forever-7-times-jean-michel-basquiats-work-lived/,USA,New York,,https://remezcla.com/lists/culture/icons-live-forever-7-times-jean-michel-basquiats-work-lived/
The Irish Times,IrishTimes,The Irish Times DAC,,https://www.irishtimes.com/news/politics/bacik-apologises-for-attendance-at-merrion-hotel-event-1.4643121,Ireland,,,https://www.irishtimes.com/news/politics/bacik-apologises-for-attendance-at-merrion-hotel-event-1.4643121
Gothamist,Gothamist,New York Public Radio,,https://gothamist.com/news/lt-gov-kathy-hochul-says-shell-run-governor-2022,USA,New York,,https://gothamist.com/news/lt-gov-kathy-hochul-says-shell-run-governor-2022
Mother Jones,MotherJones,Foundation for National Progress,,https://www.motherjones.com/politics/2021/08/voting-rights-marches-draw-crowds-but-theyre-losing-the-war/,USA,California,San Francisco,https://www.motherjones.com/politics/2021/08/voting-rights-marches-draw-crowds-but-theyre-losing-the-war/
AV Club,AVClub,G/O Media,,https://www.avclub.com/these-jeopardy-host-picks-are-still-prompting-a-lot-of-1847488398,USA,New York,New York,https://www.avclub.com/these-jeopardy-host-picks-are-still-prompting-a-lot-of-1847488398
TheJournal.ie,TheJournalie,Journal Media Ltd. ,,https://www.thejournal.ie/tgip-space-junk-5532574-Aug2021/,Ireland,Dublin,,https://www.thejournal.ie/tgip-space-junk-5532574-Aug2021/
The Irish Examiner,IrishExaminer,The Irish Times DAC,,https://www.irishexaminer.com/news/arid-40368536.html,Ireland,Cork,,https://www.irishexaminer.com/news/arid-40368536.html
The Marshall Project,Marshall,The Marshall Project,,https://www.themarshallproject.org/2021/11/04/an-ode-to-memo-the-cellmate-and-art-teacher-who-saved-my-life,USA,New York,New York,https://www.themarshallproject.org/2021/11/04/an-ode-to-memo-the-cellmate-and-art-teacher-who-saved-my-life
Scientific American,ScientificAmerican,Springer Nature,,https://www.scientificamerican.com/article/nasa-rsquo-s-artemis-i-moon-mission-is-lsquo-go-rsquo-for-launch/,USA,,,https://www.scientificamerican.com/article/nasa-rsquo-s-artemis-i-moon-mission-is-lsquo-go-rsquo-for-launch/
USA Today,USAToday,Gannett,,https://www.usatoday.com/story/news/politics/2022/08/25/justice-department-redacted-trump-search-affidavit/7886820001/,USA,,,https://www.usatoday.com/story/news/politics/2022/08/25/justice-department-redacted-trump-search-affidavit/7886820001/
Le Figaro,LeFigaro,Dassault Group),,https://www.lefigaro.fr/finances-perso/maisons-de-campagne-les-zones-rurales-ou-les-prix-s-envolent-et-celles-ou-ils-chutent-20220901,France,Paris,,https://www.lefigaro.fr/finances-perso/maisons-de-campagne-les-zones-rurales-ou-les-prix-s-envolent-et-celles-ou-ils-chutent-20220901
Le Monde,LeMonde,Groupe Le Monde,,https://www.lemonde.fr/international/article/2022/09/02/face-a-la-russie-macron-contraint-de-tirer-les-lecons-de-l-enlisement-de-la-guerre-en-ukraine_6139905_3210.html,France,Paris,,https://www.lemonde.fr/international/article/2022/09/02/face-a-la-russie-macron-contraint-de-tirer-les-lecons-de-l-enlisement-de-la-guerre-en-ukraine_6139905_3210.html
Libération,Liberation,Liberation,,https://www.liberation.fr/checknews/les-agriculteurs-constituent-ils-la-profession-la-plus-climatosceptique-20220902_URVOY6SYQRBU5IP35SLX6SFXSY/,France,Paris,,https://www.liberation.fr/checknews/les-agriculteurs-constituent-ils-la-profession-la-plus-climatosceptique-20220902_URVOY6SYQRBU5IP35SLX6SFXSY/
Semafor,Semafor,Semafor,,https://www.semafor.com/article/10/18/2022/space-x-technician-accident,USA,New York,,https://www.semafor.com/article/10/18/2022/space-x-technician-accident
Sherwood,Sherwood,Robinhood,,https://sherwood.news/business/what-happens-when-evs-are-just-vs/,USA,New York,,https://sherwood.news/business/what-happens-when-evs-are-just-vs/
Kathmandu Post,KathmanduPost,Kantipur Publications Ltd.,,https://kathmandupost.com/national/2024/05/07/hospitalisation-should-not-be-counted-in-judicial-custody-says-doctors-body,Nepal,Kathmandu,,https://kathmandupost.com/national/2024/05/07/hospitalisation-should-not-be-counted-in-judicial-custody-says-doctors-body
Kantipur National Daily,Kantipur,Kantipur Publications Ltd.,,https://ekantipur.com/national/2024/08/15/the-problem-of-road-flooding-in-kathmandu-valley-is-increasing-10-49.html,Nepal,Kathmandu,,https://ekantipur.com/national/2024/08/15/the-problem-of-road-flooding-in-kathmandu-valley-is-increasing-10-49.html
Morning Brew,MorningBrew,MorningBrew,,https://www.morningbrew.com/daily/stories/faa-final-regulations-for-air-taxi-industry,USA,New York,,https://www.morningbrew.com/daily/stories/faa-final-regulations-for-air-taxi-industry
Harvard Public Health,HPH,Harvard,,https://harvardpublichealth.org/tech-innovation/health-information-exchanges-supply-missing-public-health-data/,USA,,,
Quanta Magazine,Quanta,Quanta,,https://www.quantamagazine.org/mathematical-thinking-isnt-what-you-think-it-is-20241118/,USA,New York,New York,
Science,AAAS,AAAS,,https://www.science.org/content/article/breakthrough-cancer-immunotherapy-now-taking-aim-autoimmune-disease,USA,,,
NOS,NOS,NOS,,https://nos.nl/nieuwsuur/collectie/13903/artikel/2544559-rusland-saboteert-zes-europese-satellieten-ook-nederlandse-tv-geraakt,Netherlands,,,
Reuters,Reuters,Reuters,,https://www.reuters.com/technology/us-finalizes-66-billion-chips-award-tsmc-ahead-trump-return-2024-11-15/,USA,,,
The Dial,TheDial,The Dial,,https://www.thedial.world/articles/news/issue-21/bukele-biden-el-salvador-us-relations,USA,,,
404 Media,404media,404 Media,,https://www.404media.co/the-editors-protecting-wikipedia-from-ai-hoaxes/,USA,,,
Fortune,Fortune,Fortune,,https://fortune.com/2024/10/03/bytedance-tiktok-bytespider-scraper-bot/,USA,,,
The Straits Times,Straits,SPH Media Limited,,https://www.straitstimes.com/singapore/chatgpt-maker-openai-to-set-up-office-in-s-pore-focus-on-advancing-regional-tie-ups,Singapore,,,
Inside Climate News,ICN,Inside Climate News,,https://insideclimatenews.org/news/17122024/shell-wins-injunctions-against-uk-gas-station-protesters/,USA,New York,New York,
Harpers,Harpers,Harper's Magazine Foundation,,https://harpers.org/archive/2025/01/the-ghosts-in-the-machine-liz-pelly-spotify-musicians/,USA,New York,,
AP News,APNews,The Associated Press,,https://apnews.com/article/christmas-barcelona-port-sea-trade-faith-marseille-d775bd400843603acdbbc20ebea5b1c5,USA,New York,,
TechRadar,TechRadar,Future US Inc,,https://www.techradar.com/pro/the-most-powerful-machine-yet-assembled-on-earth-china-quietly-launched-record-breaking-supercomputer-and-someone-virtually-deconstructed-its-processor,,,,
Shega,Shega,Shega,,https://shega.co/news/hidden-horror-how-ethiopia-s-underground-revenge-porn-industry-preys-on-young-women,Ethiopia,Addis Ababa,,
Sixth Tone,SixthTone,Sixth Tone,,https://www.sixthtone.com/news/1016241,China,,,
London Review of Books,LRB,London Review of Books,,https://www.lrb.co.uk/the-paper/v46/n22/rachel-nolan/on-the-iron-river,United Kingdom,United Kingdom,,
Torrent Freak,TorrentFreak,Torrent Freak,,https://torrentfreak.com/cloudflare-must-block-piracy-shield-domains-and-ip-addresses-across-its-service-241224/,The Netherlands,Groningen,,
Phys.org,Phys.org,Science X Network,,https://phys.org/news/2024-12-physicists-quantum-geometry.html,Isle of Man,Douglas,,
CoinDesk,CoinDesk,CoinDesk Media,,https://www.coindesk.com/policy/2024/12/09/el-salvador-to-change-bitcoin-law-as-part-of-new-imf-deal-financial-times,USA,New York,,
Nature,Nature,Springer Nature,,https://www.nature.com/articles/d41586-024-04160-0,USA,,,
Miami Herald,MiamiHerald,Miami Herald,,https://www.miamiherald.com/news/nation-world/national/article297495468.html,,,,
Tampa Bay Times,TBT,Poynter Institute,,https://www.tampabay.com/news/tampa/2024/12/24/two-months-after-milton-tampas-forest-hills-hits-keep-coming/,,,,
LiverPool Echo,LPEcho,Reach PLC,,https://www.liverpoolecho.co.uk/news/liverpool-news/merseyside-town-undergoing-exciting-transformation-30656322,,,,
El Mercurio,ElMercurio,El Mercurio,,https://www.emol.com/noticias/Economia/2024/12/24/1152354/brasil-suspende-construccion-byd-esclavitud.html,Chile,Vitacura,,
El Colombiano,ElColombiano,El Colombiano,,https://www.elcolombiano.com/negocios/costo-empleado-aumento-salario-minimo-FG26209084,,Medellín,,
The Bolton News,BoltonNews,Newsquest,,https://www.theboltonnews.co.uk/news/24863922.tesla-cybertruck-seized-whitefield-not-legal-uk-/,UK,,Bolton,
MarketWatch,MarketWatch,Dow Jones,,https://www.marketwatch.com/story/chinas-economic-miracle-is-over-the-future-looks-bleak-8112f18c,,,,
